route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
1,Tsawwassen,Swartz Bay,2017,03,20,19,00,Spirit of British Columbia,100
8,Horseshoe Bay,Bowen Island,2017,04,21,09,00,Queen of Capilano,24
30,Tsawwassen,Duke Point,2017,03,18,12,45,Coastal Inspiration,117
8,Horseshoe Bay,Bowen Island,2017,03,23,07,00,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2017,02,09,12,35,Queen of Surrey,39
1,Tsawwassen,Swartz Bay,2017,02,13,15,00,Spirit of British Columbia,92
3,Langdale,Horseshoe Bay,2017,02,23,15,45,Queen of Coquitlam,37
30,Tsawwassen,Duke Point,2017,03,30,17,45,Coastal Inspiration,115
30,Tsawwassen,Duke Point,2017,03,05,17,45,Coastal Inspiration,119
2,Horseshoe Bay,Departure Bay,2017,04,08,21,00,Queen of Cowichan,106
3,Horseshoe Bay,Langdale,2017,02,10,12,30,Queen of Coquitlam,36
3,Langdale,Horseshoe Bay,2017,02,25,18,50,Queen of Surrey,36
3,Horseshoe Bay,Langdale,2017,03,26,09,25,Queen of Coquitlam,45
8,Horseshoe Bay,Bowen Island,2017,02,06,06,00,Queen of Capilano,18
30,Duke Point,Tsawwassen,2017,02,25,12,45,Queen of Alberni,119
1,Tsawwassen,Swartz Bay,2017,03,04,13,00,Coastal Celebration,88
2,Departure Bay,Horseshoe Bay,2017,04,03,19,00,Queen of Cowichan,96
3,Horseshoe Bay,Langdale,2017,03,16,12,30,Queen of Coquitlam,38
1,Tsawwassen,Swartz Bay,2017,04,27,19,00,Spirit of British Columbia,94
2,Departure Bay,Horseshoe Bay,2017,03,15,12,30,Queen of Oak Bay,104
3,Horseshoe Bay,Langdale,2017,03,19,07,20,Queen of Surrey,37
2,Departure Bay,Horseshoe Bay,2017,02,09,15,00,Queen of Cowichan,98
3,Langdale,Horseshoe Bay,2017,04,21,12,35,Queen of Surrey,45
2,Horseshoe Bay,Departure Bay,2017,02,10,12,30,Queen of Cowichan,118
3,Horseshoe Bay,Langdale,2017,04,03,19,50,Queen of Coquitlam,44
3,Horseshoe Bay,Langdale,2017,04,06,17,50,Queen of Coquitlam,40
3,Langdale,Horseshoe Bay,2017,02,02,10,25,Queen of Surrey,51
4,Swartz Bay,Fulford Harbour,2017,02,24,17,00,Skeena Queen,30
3,Horseshoe Bay,Langdale,2017,03,01,13,35,Queen of Surrey,40
2,Horseshoe Bay,Departure Bay,2017,04,06,17,00,Queen of Cowichan,106
1,Tsawwassen,Swartz Bay,2017,04,22,21,00,Spirit of Vancouver Island,92
2,Departure Bay,Horseshoe Bay,2017,02,28,21,00,Queen of Oak Bay,98
1,Tsawwassen,Swartz Bay,2017,04,20,14,00,Queen of New Westminster,82
30,Tsawwassen,Duke Point,2017,02,16,10,15,Queen of Alberni,121
30,Tsawwassen,Duke Point,2017,03,16,12,45,Coastal Inspiration,117
1,Swartz Bay,Tsawwassen,2017,02,19,11,00,Coastal Celebration,92
3,Horseshoe Bay,Langdale,2017,02,08,15,50,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2017,04,06,09,10,Island Sky,46
30,Tsawwassen,Duke Point,2017,04,02,05,15,Queen of Alberni,121
30,Duke Point,Tsawwassen,2017,02,15,10,15,Coastal Inspiration,123
4,Swartz Bay,Fulford Harbour,2017,03,09,15,00,Skeena Queen,38
1,Swartz Bay,Tsawwassen,2017,04,04,07,00,Coastal Renaissance,90
1,Swartz Bay,Tsawwassen,2017,04,01,07,00,Coastal Renaissance,92
8,Horseshoe Bay,Bowen Island,2017,04,25,17,30,Queen of Capilano,16
1,Tsawwassen,Swartz Bay,2017,04,13,22,00,Coastal Celebration,84
1,Swartz Bay,Tsawwassen,2017,04,13,16,00,Coastal Celebration,90
4,Swartz Bay,Fulford Harbour,2017,04,11,07,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2017,04,14,21,30,Queen of Capilano,16
1,Tsawwassen,Swartz Bay,2017,04,30,21,00,Spirit of Vancouver Island,90
30,Tsawwassen,Duke Point,2017,02,23,22,45,Coastal Inspiration,120
1,Swartz Bay,Tsawwassen,2017,02,12,07,00,Coastal Celebration,96
1,Swartz Bay,Tsawwassen,2017,03,29,19,00,Coastal Renaissance,96
1,Swartz Bay,Tsawwassen,2017,02,27,09,00,Coastal Renaissance,90
3,Langdale,Horseshoe Bay,2017,04,04,06,20,Queen of Coquitlam,40
3,Horseshoe Bay,Langdale,2017,04,01,19,50,Queen of Coquitlam,34
30,Tsawwassen,Duke Point,2017,03,14,17,45,Coastal Inspiration,124
2,Departure Bay,Horseshoe Bay,2017,03,30,19,00,Queen of Cowichan,108
30,Tsawwassen,Duke Point,2017,02,12,20,15,Queen of Alberni,121
2,Horseshoe Bay,Departure Bay,2017,04,29,12,30,Queen of Cowichan,118
1,Swartz Bay,Tsawwassen,2017,03,10,16,00,Coastal Celebration,98
4,Swartz Bay,Fulford Harbour,2017,03,29,07,00,Skeena Queen,38
30,Tsawwassen,Duke Point,2017,04,14,10,15,Queen of Alberni,116
1,Swartz Bay,Tsawwassen,2017,04,06,19,00,Spirit of Vancouver Island,90
4,Swartz Bay,Fulford Harbour,2017,03,20,19,00,Skeena Queen,36
4,Swartz Bay,Fulford Harbour,2017,02,10,11,00,Skeena Queen,24
2,Departure Bay,Horseshoe Bay,2017,04,03,06,30,Queen of Cowichan,96
8,Horseshoe Bay,Bowen Island,2017,04,27,17,30,Queen of Capilano,30
4,Swartz Bay,Fulford Harbour,2017,02,13,21,00,Skeena Queen,28
3,Horseshoe Bay,Langdale,2017,02,06,15,50,Queen of Surrey,40
8,Horseshoe Bay,Bowen Island,2017,03,17,14,25,Queen of Capilano,21
2,Horseshoe Bay,Departure Bay,2017,03,31,10,30,Queen of Oak Bay,112
1,Swartz Bay,Tsawwassen,2017,02,15,11,00,Coastal Celebration,90
3,Langdale,Horseshoe Bay,2017,02,13,14,45,Queen of Surrey,41
1,Swartz Bay,Tsawwassen,2017,04,29,09,00,Spirit of British Columbia,90
4,Swartz Bay,Fulford Harbour,2017,04,15,13,00,Skeena Queen,30
8,Horseshoe Bay,Bowen Island,2017,03,27,16,30,Queen of Capilano,16
1,Tsawwassen,Swartz Bay,2017,03,16,15,00,Spirit of British Columbia,96
1,Tsawwassen,Swartz Bay,2017,04,29,09,00,Spirit of Vancouver Island,92
1,Tsawwassen,Swartz Bay,2017,03,31,15,00,Spirit of British Columbia,96
1,Swartz Bay,Tsawwassen,2017,02,08,15,00,Coastal Celebration,94
30,Tsawwassen,Duke Point,2017,03,11,15,15,Queen of Alberni,121
1,Tsawwassen,Swartz Bay,2017,02,12,21,00,Coastal Celebration,84
1,Tsawwassen,Swartz Bay,2017,04,08,15,00,Spirit of British Columbia,126
1,Swartz Bay,Tsawwassen,2017,04,23,19,00,Spirit of Vancouver Island,92
2,Horseshoe Bay,Departure Bay,2017,03,13,08,30,Queen of Cowichan,98
8,Horseshoe Bay,Bowen Island,2017,02,16,21,30,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2017,03,26,20,10,Island Sky,90
30,Duke Point,Tsawwassen,2017,04,20,20,15,Coastal Renaissance,117
30,Tsawwassen,Duke Point,2017,04,14,05,15,Queen of Alberni,115
3,Horseshoe Bay,Langdale,2017,02,23,19,50,Queen of Surrey,40
3,Langdale,Horseshoe Bay,2017,04,11,18,50,Queen of Surrey,50
30,Tsawwassen,Duke Point,2017,02,01,17,45,Coastal Inspiration,120
30,Duke Point,Tsawwassen,2017,03,05,20,15,Coastal Inspiration,121
1,Tsawwassen,Swartz Bay,2017,02,22,17,00,Coastal Celebration,88
3,Langdale,Horseshoe Bay,2017,02,07,10,25,Queen of Surrey,41
2,Departure Bay,Horseshoe Bay,2017,02,16,10,30,Queen of Cowichan,96
2,Horseshoe Bay,Departure Bay,2017,02,28,06,30,Queen of Oak Bay,98
2,Horseshoe Bay,Departure Bay,2017,04,23,17,00,Queen of Cowichan,108
2,Departure Bay,Horseshoe Bay,2017,03,25,12,30,Queen of Oak Bay,110
1,Swartz Bay,Tsawwassen,2017,04,13,12,00,Coastal Celebration,90
3,Langdale,Horseshoe Bay,2017,02,12,08,25,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2017,03,04,10,00,Queen of Capilano,20
1,Tsawwassen,Swartz Bay,2017,03,06,11,00,Coastal Renaissance,90
30,Tsawwassen,Duke Point,2017,03,07,12,45,Coastal Inspiration,121
2,Departure Bay,Horseshoe Bay,2017,04,14,08,30,Queen of Oak Bay,104
3,Horseshoe Bay,Langdale,2017,02,19,16,50,Queen of Coquitlam,38
3,Langdale,Horseshoe Bay,2017,02,02,07,20,Queen of Coquitlam,38
2,Departure Bay,Horseshoe Bay,2017,02,21,15,00,Queen of Cowichan,96
30,Tsawwassen,Duke Point,2017,03,07,15,15,Queen of Alberni,119
1,Tsawwassen,Swartz Bay,2017,02,19,17,00,Coastal Celebration,94
8,Horseshoe Bay,Bowen Island,2017,03,23,18,30,Queen of Capilano,16
3,Langdale,Horseshoe Bay,2017,04,11,20,45,Queen of Surrey,45
3,Horseshoe Bay,Langdale,2017,02,01,13,35,Queen of Surrey,37
2,Horseshoe Bay,Departure Bay,2017,04,29,06,30,Queen of Coquitlam,96
8,Horseshoe Bay,Bowen Island,2017,02,21,07,00,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2017,04,25,20,45,Queen of Surrey,39
1,Swartz Bay,Tsawwassen,2017,02,07,13,00,Coastal Renaissance,88
3,Horseshoe Bay,Langdale,2017,03,29,17,50,Queen of Coquitlam,40
1,Tsawwassen,Swartz Bay,2017,03,02,17,00,Coastal Celebration,100
1,Tsawwassen,Swartz Bay,2017,03,29,13,00,Coastal Renaissance,92
2,Horseshoe Bay,Departure Bay,2017,04,19,15,00,Queen of Oak Bay,100
3,Horseshoe Bay,Langdale,2017,04,20,21,45,Queen of Surrey,91
1,Swartz Bay,Tsawwassen,2017,03,04,19,00,Coastal Celebration,92
1,Swartz Bay,Tsawwassen,2017,02,26,11,00,Coastal Celebration,92
8,Horseshoe Bay,Bowen Island,2017,03,09,12,00,Queen of Capilano,24
8,Horseshoe Bay,Bowen Island,2017,02,24,06,00,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2017,02,06,15,45,Queen of Coquitlam,39
3,Horseshoe Bay,Langdale,2017,03,21,13,35,Queen of Coquitlam,81
2,Horseshoe Bay,Departure Bay,2017,04,11,08,30,Queen of Cowichan,96
1,Swartz Bay,Tsawwassen,2017,04,22,09,00,Spirit of British Columbia,88
8,Horseshoe Bay,Bowen Island,2017,04,05,08,00,Queen of Capilano,20
30,Duke Point,Tsawwassen,2017,03,17,10,15,Coastal Inspiration,125
4,Swartz Bay,Fulford Harbour,2017,04,19,07,00,Skeena Queen,32
3,Langdale,Horseshoe Bay,2017,04,02,14,45,Queen of Coquitlam,35
3,Horseshoe Bay,Langdale,2017,04,19,13,35,Queen of Surrey,52
8,Horseshoe Bay,Bowen Island,2017,04,19,19,30,Queen of Capilano,18
4,Swartz Bay,Fulford Harbour,2017,02,18,11,00,Skeena Queen,46
1,Swartz Bay,Tsawwassen,2017,04,29,15,00,Spirit of Vancouver Island,90
2,Horseshoe Bay,Departure Bay,2017,02,01,08,30,Queen of Cowichan,98
2,Horseshoe Bay,Departure Bay,2017,03,27,10,30,Queen of Oak Bay,102
2,Horseshoe Bay,Departure Bay,2017,03,10,08,30,Queen of Cowichan,96
3,Langdale,Horseshoe Bay,2017,04,19,14,45,Queen of Surrey,49
8,Horseshoe Bay,Bowen Island,2017,04,26,19,30,Queen of Capilano,27
3,Langdale,Horseshoe Bay,2017,03,23,10,25,Queen of Coquitlam,73
8,Horseshoe Bay,Bowen Island,2017,02,22,11,00,Queen of Capilano,30
3,Horseshoe Bay,Langdale,2017,02,13,10,25,Queen of Coquitlam,39
1,Swartz Bay,Tsawwassen,2017,03,24,13,00,Spirit of British Columbia,92
3,Horseshoe Bay,Langdale,2017,03,13,06,20,Queen of Coquitlam,40
1,Tsawwassen,Swartz Bay,2017,03,30,21,00,Coastal Renaissance,88
1,Swartz Bay,Tsawwassen,2017,04,02,14,00,Queen of New Westminster,86
8,Horseshoe Bay,Bowen Island,2017,04,06,20,30,Queen of Capilano,16
8,Horseshoe Bay,Bowen Island,2017,02,26,10,00,Queen of Capilano,18
4,Swartz Bay,Fulford Harbour,2017,04,17,17,00,Skeena Queen,30
3,Horseshoe Bay,Langdale,2017,03,16,10,25,Queen of Coquitlam,39
30,Tsawwassen,Duke Point,2017,03,29,10,15,Queen of Alberni,121
8,Horseshoe Bay,Bowen Island,2017,03,06,06,00,Queen of Capilano,20
2,Departure Bay,Horseshoe Bay,2017,03,21,12,30,Queen of Oak Bay,104
2,Departure Bay,Horseshoe Bay,2017,03,06,10,30,Queen of Cowichan,94
8,Horseshoe Bay,Bowen Island,2017,02,20,19,30,Queen of Capilano,30
8,Horseshoe Bay,Bowen Island,2017,04,23,11,00,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2017,03,12,08,25,Queen of Surrey,39
8,Horseshoe Bay,Bowen Island,2017,03,14,18,30,Queen of Capilano,16
4,Swartz Bay,Fulford Harbour,2017,02,17,19,00,Skeena Queen,32
3,Langdale,Horseshoe Bay,2017,03,27,16,50,Queen of Coquitlam,40
3,Horseshoe Bay,Langdale,2017,02,04,10,25,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,03,20,15,30,Queen of Capilano,18
4,Swartz Bay,Fulford Harbour,2017,04,12,19,00,Skeena Queen,30
1,Tsawwassen,Swartz Bay,2017,04,15,21,00,Spirit of Vancouver Island,89
2,Horseshoe Bay,Departure Bay,2017,04,18,08,30,Queen of Cowichan,100
2,Departure Bay,Horseshoe Bay,2017,03,15,17,00,Queen of Oak Bay,110
8,Horseshoe Bay,Bowen Island,2017,03,05,06,00,Queen of Capilano,20
3,Horseshoe Bay,Langdale,2017,03,13,15,50,Queen of Surrey,37
8,Horseshoe Bay,Bowen Island,2017,02,25,16,30,Queen of Capilano,34
3,Horseshoe Bay,Langdale,2017,03,03,06,20,Queen of Coquitlam,36
1,Swartz Bay,Tsawwassen,2017,02,24,07,00,Coastal Celebration,88
3,Langdale,Horseshoe Bay,2017,03,10,09,25,Queen of Coquitlam,35
8,Horseshoe Bay,Bowen Island,2017,03,15,17,30,Queen of Capilano,26
3,Horseshoe Bay,Langdale,2017,04,08,17,50,Queen of Coquitlam,36
1,Tsawwassen,Swartz Bay,2017,03,08,21,00,Coastal Celebration,88
1,Tsawwassen,Swartz Bay,2017,02,12,18,00,Coastal Renaissance,84
8,Horseshoe Bay,Bowen Island,2017,04,03,07,00,Queen of Capilano,20
2,Departure Bay,Horseshoe Bay,2017,02,19,08,30,Queen of Oak Bay,100
8,Horseshoe Bay,Bowen Island,2017,04,16,15,30,Queen of Capilano,36
30,Duke Point,Tsawwassen,2017,04,28,12,45,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2017,02,26,07,20,Queen of Surrey,36
1,Tsawwassen,Swartz Bay,2017,04,11,07,00,Spirit of British Columbia,90
3,Horseshoe Bay,Langdale,2017,04,27,11,30,Queen of Surrey,58
1,Swartz Bay,Tsawwassen,2017,04,14,08,00,Coastal Celebration,92
2,Horseshoe Bay,Departure Bay,2017,03,08,19,00,Queen of Oak Bay,100
3,Langdale,Horseshoe Bay,2017,04,14,06,20,Queen of Surrey,38
3,Horseshoe Bay,Langdale,2017,02,08,18,50,Queen of Coquitlam,40
1,Tsawwassen,Swartz Bay,2017,02,26,14,00,Queen of New Westminster,84
1,Swartz Bay,Tsawwassen,2017,02,05,09,00,Coastal Renaissance,90
2,Departure Bay,Horseshoe Bay,2017,02,06,12,30,Queen of Oak Bay,108
3,Langdale,Horseshoe Bay,2017,02,06,20,45,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2017,02,20,09,00,Queen of Capilano,44
8,Horseshoe Bay,Bowen Island,2017,03,29,09,00,Queen of Capilano,27
8,Horseshoe Bay,Bowen Island,2017,02,10,08,00,Queen of Capilano,22
2,Horseshoe Bay,Departure Bay,2017,02,19,06,30,Queen of Oak Bay,100
1,Swartz Bay,Tsawwassen,2017,02,05,19,00,Coastal Celebration,92
30,Tsawwassen,Duke Point,2017,04,08,15,15,Queen of Alberni,119
3,Langdale,Horseshoe Bay,2017,03,19,09,25,Queen of Coquitlam,37
1,Tsawwassen,Swartz Bay,2017,04,27,09,00,Spirit of Vancouver Island,96
3,Langdale,Horseshoe Bay,2017,04,03,20,45,Queen of Coquitlam,41
1,Tsawwassen,Swartz Bay,2017,04,13,14,00,Coastal Celebration,92
2,Departure Bay,Horseshoe Bay,2017,03,08,10,30,Queen of Cowichan,98
2,Departure Bay,Horseshoe Bay,2017,02,13,10,30,Queen of Cowichan,98
30,Tsawwassen,Duke Point,2017,02,09,17,45,Coastal Inspiration,121
1,Swartz Bay,Tsawwassen,2017,03,12,13,00,Coastal Renaissance,88
4,Swartz Bay,Fulford Harbour,2017,03,08,11,00,Skeena Queen,32
30,Tsawwassen,Duke Point,2017,04,08,12,45,Coastal Inspiration,143
3,Horseshoe Bay,Langdale,2017,03,19,17,50,Queen of Surrey,56
30,Duke Point,Tsawwassen,2017,02,28,10,15,Coastal Inspiration,119
1,Tsawwassen,Swartz Bay,2017,04,11,13,00,Spirit of Vancouver Island,94
8,Horseshoe Bay,Bowen Island,2017,03,24,10,00,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,02,01,14,25,Queen of Capilano,19
2,Horseshoe Bay,Departure Bay,2017,02,24,08,30,Queen of Cowichan,98
1,Tsawwassen,Swartz Bay,2017,03,09,07,00,Coastal Renaissance,90
3,Horseshoe Bay,Langdale,2017,02,10,16,50,Queen of Coquitlam,38
30,Duke Point,Tsawwassen,2017,03,27,17,45,Queen of Alberni,119
1,Tsawwassen,Swartz Bay,2017,04,02,11,00,Spirit of British Columbia,92
1,Tsawwassen,Swartz Bay,2017,02,11,19,00,Spirit of British Columbia,92
1,Swartz Bay,Tsawwassen,2017,04,24,11,00,Spirit of Vancouver Island,88
3,Horseshoe Bay,Langdale,2017,02,27,08,20,Queen of Coquitlam,36
3,Horseshoe Bay,Langdale,2017,03,06,10,25,Queen of Coquitlam,41
30,Duke Point,Tsawwassen,2017,03,08,22,45,Queen of Alberni,120
3,Horseshoe Bay,Langdale,2017,03,10,17,50,Queen of Surrey,46
8,Horseshoe Bay,Bowen Island,2017,04,27,14,25,Queen of Capilano,17
3,Horseshoe Bay,Langdale,2017,03,19,10,25,Queen of Coquitlam,37
3,Horseshoe Bay,Langdale,2017,04,13,17,50,Queen of Surrey,66
8,Horseshoe Bay,Bowen Island,2017,04,18,21,30,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2017,03,13,17,50,Queen of Coquitlam,38
3,Langdale,Horseshoe Bay,2017,02,05,13,35,Queen of Coquitlam,37
2,Departure Bay,Horseshoe Bay,2017,02,20,21,00,Queen of Oak Bay,102
3,Horseshoe Bay,Langdale,2017,03,19,16,50,Queen of Coquitlam,37
30,Tsawwassen,Duke Point,2017,03,27,12,45,Coastal Inspiration,119
2,Departure Bay,Horseshoe Bay,2017,04,05,19,00,Queen of Cowichan,100
1,Tsawwassen,Swartz Bay,2017,04,03,11,00,Spirit of British Columbia,118
1,Tsawwassen,Swartz Bay,2017,04,28,18,00,Coastal Celebration,90
3,Horseshoe Bay,Langdale,2017,02,09,17,50,Queen of Surrey,40
1,Swartz Bay,Tsawwassen,2017,02,03,15,00,Coastal Celebration,90
4,Swartz Bay,Fulford Harbour,2017,04,17,15,00,Skeena Queen,26
3,Langdale,Horseshoe Bay,2017,02,19,08,25,Queen of Surrey,41
30,Duke Point,Tsawwassen,2017,03,26,20,15,Coastal Inspiration,133
2,Horseshoe Bay,Departure Bay,2017,02,26,06,30,Queen of Oak Bay,98
8,Horseshoe Bay,Bowen Island,2017,02,17,19,30,Queen of Capilano,18
4,Swartz Bay,Fulford Harbour,2017,04,27,17,00,Skeena Queen,32
4,Swartz Bay,Fulford Harbour,2017,04,15,17,00,Skeena Queen,32
4,Swartz Bay,Fulford Harbour,2017,02,21,15,00,Skeena Queen,34
2,Horseshoe Bay,Departure Bay,2017,04,08,17,00,Queen of Cowichan,112
1,Tsawwassen,Swartz Bay,2017,03,29,15,00,Spirit of British Columbia,92
1,Swartz Bay,Tsawwassen,2017,04,23,13,00,Spirit of British Columbia,86
1,Swartz Bay,Tsawwassen,2017,02,25,13,00,Coastal Renaissance,86
8,Horseshoe Bay,Bowen Island,2017,03,29,19,30,Queen of Capilano,16
1,Swartz Bay,Tsawwassen,2017,04,08,17,00,Spirit of British Columbia,116
3,Horseshoe Bay,Langdale,2017,04,11,15,50,Queen of Surrey,46
3,Langdale,Horseshoe Bay,2017,03,12,17,50,Queen of Coquitlam,38
2,Departure Bay,Horseshoe Bay,2017,02,05,17,00,Queen of Oak Bay,102
3,Horseshoe Bay,Langdale,2017,03,04,08,20,Queen of Coquitlam,38
2,Horseshoe Bay,Departure Bay,2017,04,06,12,30,Queen of Cowichan,102
1,Tsawwassen,Swartz Bay,2017,03,11,11,00,Coastal Renaissance,90
3,Horseshoe Bay,Langdale,2017,03,17,11,30,Queen of Surrey,38
8,Horseshoe Bay,Bowen Island,2017,02,20,08,00,Queen of Capilano,30
2,Horseshoe Bay,Departure Bay,2017,02,17,21,00,Queen of Cowichan,108
2,Departure Bay,Horseshoe Bay,2017,03,25,19,00,Queen of Cowichan,102
3,Horseshoe Bay,Langdale,2017,02,26,21,45,Queen of Surrey,37
1,Swartz Bay,Tsawwassen,2017,02,24,12,00,Queen of New Westminster,84
8,Horseshoe Bay,Bowen Island,2017,03,21,09,00,Queen of Capilano,22
8,Horseshoe Bay,Bowen Island,2017,03,01,18,30,Queen of Capilano,26
2,Departure Bay,Horseshoe Bay,2017,04,14,17,00,Queen of Oak Bay,126
8,Horseshoe Bay,Bowen Island,2017,02,15,19,30,Queen of Capilano,30
8,Horseshoe Bay,Bowen Island,2017,02,20,11,00,Queen of Capilano,52
8,Horseshoe Bay,Bowen Island,2017,02,14,09,00,Queen of Capilano,30
4,Swartz Bay,Fulford Harbour,2017,04,20,15,00,Skeena Queen,30
1,Tsawwassen,Swartz Bay,2017,04,19,15,00,Spirit of British Columbia,90
3,Horseshoe Bay,Langdale,2017,03,16,17,50,Queen of Surrey,42
1,Tsawwassen,Swartz Bay,2017,02,14,19,00,Coastal Renaissance,94
3,Langdale,Horseshoe Bay,2017,03,20,06,20,Queen of Coquitlam,40
8,Horseshoe Bay,Bowen Island,2017,04,23,06,00,Queen of Capilano,22
3,Langdale,Horseshoe Bay,2017,02,19,07,20,Queen of Coquitlam,38
2,Departure Bay,Horseshoe Bay,2017,03,12,12,30,Queen of Oak Bay,108
2,Horseshoe Bay,Departure Bay,2017,04,19,12,30,Queen of Cowichan,108
3,Horseshoe Bay,Langdale,2017,04,25,17,50,Queen of Surrey,36
1,Swartz Bay,Tsawwassen,2017,02,14,07,00,Coastal Celebration,90
3,Horseshoe Bay,Langdale,2017,04,03,14,35,Island Sky,57
2,Departure Bay,Horseshoe Bay,2017,03,27,12,30,Queen of Oak Bay,108
8,Horseshoe Bay,Bowen Island,2017,02,27,12,00,Queen of Capilano,24
3,Horseshoe Bay,Langdale,2017,04,17,21,45,Queen of Surrey,52
3,Horseshoe Bay,Langdale,2017,03,05,07,20,Queen of Surrey,36
1,Tsawwassen,Swartz Bay,2017,03,17,21,00,Spirit of Vancouver Island,88
8,Horseshoe Bay,Bowen Island,2017,02,07,21,30,Queen of Capilano,18
30,Tsawwassen,Duke Point,2017,03,24,10,15,Queen of Alberni,120
2,Horseshoe Bay,Departure Bay,2017,03,16,21,00,Queen of Cowichan,112
3,Langdale,Horseshoe Bay,2017,02,18,14,45,Queen of Surrey,53
3,Langdale,Horseshoe Bay,2017,02,11,12,35,Queen of Surrey,35
2,Horseshoe Bay,Departure Bay,2017,04,23,08,30,Queen of Cowichan,98
3,Horseshoe Bay,Langdale,2017,02,02,07,20,Queen of Surrey,40
1,Swartz Bay,Tsawwassen,2017,04,21,16,00,Coastal Celebration,94
4,Swartz Bay,Fulford Harbour,2017,03,29,19,00,Skeena Queen,34
8,Horseshoe Bay,Bowen Island,2017,04,11,15,30,Queen of Capilano,20
1,Swartz Bay,Tsawwassen,2017,03,08,13,00,Coastal Renaissance,90
2,Horseshoe Bay,Departure Bay,2017,04,01,06,30,Queen of Oak Bay,100
8,Horseshoe Bay,Bowen Island,2017,04,20,17,30,Queen of Capilano,34
3,Horseshoe Bay,Langdale,2017,04,10,11,30,Queen of Coquitlam,44
2,Horseshoe Bay,Departure Bay,2017,02,27,10,30,Queen of Oak Bay,102
8,Horseshoe Bay,Bowen Island,2017,02,03,19,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,02,18,21,30,Queen of Capilano,24
2,Departure Bay,Horseshoe Bay,2017,03,27,21,00,Queen of Oak Bay,96
8,Horseshoe Bay,Bowen Island,2017,04,25,08,00,Queen of Capilano,22
2,Horseshoe Bay,Departure Bay,2017,03,13,06,30,Queen of Oak Bay,98
2,Departure Bay,Horseshoe Bay,2017,03,17,06,30,Queen of Cowichan,96
8,Horseshoe Bay,Bowen Island,2017,04,10,12,00,Queen of Capilano,34
3,Horseshoe Bay,Langdale,2017,03,30,15,50,Queen of Coquitlam,68
1,Swartz Bay,Tsawwassen,2017,02,20,19,00,Coastal Celebration,90
30,Duke Point,Tsawwassen,2017,02,09,12,45,Queen of New Westminster,121
8,Horseshoe Bay,Bowen Island,2017,04,14,16,30,Queen of Capilano,26
1,Swartz Bay,Tsawwassen,2017,03,08,19,00,Coastal Celebration,92
2,Horseshoe Bay,Departure Bay,2017,02,02,17,00,Queen of Cowichan,98
3,Langdale,Horseshoe Bay,2017,02,08,11,25,Queen of Coquitlam,37
3,Horseshoe Bay,Langdale,2017,03,24,11,30,Queen of Coquitlam,55
2,Departure Bay,Horseshoe Bay,2017,03,06,12,30,Queen of Oak Bay,108
1,Tsawwassen,Swartz Bay,2017,04,05,11,00,Spirit of British Columbia,96
3,Horseshoe Bay,Langdale,2017,02,07,12,30,Queen of Coquitlam,38
1,Swartz Bay,Tsawwassen,2017,04,28,21,00,Spirit of British Columbia,88
8,Horseshoe Bay,Bowen Island,2017,04,03,20,30,Queen of Capilano,16
3,Horseshoe Bay,Langdale,2017,02,08,19,50,Queen of Surrey,39
30,Duke Point,Tsawwassen,2017,04,27,10,15,Coastal Renaissance,123
8,Horseshoe Bay,Bowen Island,2017,04,13,19,30,Queen of Capilano,46
1,Tsawwassen,Swartz Bay,2017,02,13,10,00,Coastal Renaissance,86
30,Tsawwassen,Duke Point,2017,02,21,20,15,Queen of Alberni,121
3,Horseshoe Bay,Langdale,2017,04,16,15,50,Queen of Surrey,41
1,Swartz Bay,Tsawwassen,2017,03,28,09,00,Spirit of British Columbia,92
30,Tsawwassen,Duke Point,2017,02,05,10,15,Queen of New Westminster,119
2,Horseshoe Bay,Departure Bay,2017,04,12,06,30,Queen of Oak Bay,98
30,Tsawwassen,Duke Point,2017,04,21,20,15,Queen of Alberni,124
2,Departure Bay,Horseshoe Bay,2017,02,08,08,30,Queen of Oak Bay,106
3,Langdale,Horseshoe Bay,2017,03,27,14,45,Queen of Coquitlam,39
8,Horseshoe Bay,Bowen Island,2017,02,04,09,00,Queen of Capilano,22
1,Tsawwassen,Swartz Bay,2017,04,11,09,00,Spirit of Vancouver Island,90
1,Tsawwassen,Swartz Bay,2017,03,02,11,00,Coastal Renaissance,90
3,Horseshoe Bay,Langdale,2017,03,03,17,50,Queen of Surrey,40
3,Horseshoe Bay,Langdale,2017,03,07,14,35,Queen of Coquitlam,37
